,x_query,y_query,x_train,y_train,Distance
Matches144,381.3952941894531,435.9018859863281,364.887451171875,420.45721435546875,155.12252807617188
Matches145,381.3952941894531,435.9018859863281,364.887451171875,420.45721435546875,143.6001434326172
Matches146,382.0596618652344,439.48046875,349.84619140625,422.1917419433594,136.58697509765625
Matches147,383.6441650390625,345.087890625,366.6612548828125,328.3473815917969,133.4353790283203
Matches148,386.00408935546875,443.3140563964844,370.1586608886719,427.0601501464844,148.91607666015625
Matches149,386.00408935546875,443.3140563964844,370.1586608886719,427.0601501464844,112.96016693115234
Matches150,386.11883544921875,452.08856201171875,369.5131530761719,435.3127136230469,156.36495971679688
Matches151,393.312744140625,341.4312438964844,378.2264709472656,325.24859619140625,201.47952270507812
Matches152,394.94384765625,364.90972900390625,376.8106384277344,346.7593078613281,139.14739990234375
Matches153,395.0722351074219,245.25930786132812,384.1920166015625,231.82485961914062,217.03225708007812
Matches154,396.5870056152344,348.48052978515625,380.11962890625,332.0434875488281,22.671567916870117
Matches155,397.7203674316406,454.8536376953125,380.54949951171875,437.8341064453125,138.5460205078125
Matches156,398.00274658203125,148.98924255371094,418.5235595703125,169.6107177734375,212.15560913085938
Matches157,398.00274658203125,148.98924255371094,418.5235595703125,169.6107177734375,193.54327392578125
Matches158,400.7221374511719,439.516357421875,384.9465637207031,424.65118408203125,122.1024169921875
Matches159,400.7221374511719,439.516357421875,384.9465637207031,424.65118408203125,102.20567321777344
Matches160,401.8096923828125,421.23858642578125,385.7930908203125,405.85186767578125,233.160888671875
Matches161,402.3631286621094,360.0421142578125,385.53497314453125,343.3852844238281,169.46681213378906
Matches162,402.3631286621094,360.0421142578125,394.9671630859375,277.9508056640625,244.66506958007812
Matches163,402.5670166015625,442.4344787597656,387.154296875,426.9764404296875,140.7160186767578
Matches164,403.080810546875,183.13499450683594,414.0339660644531,192.0933074951172,166.1746063232422
Matches165,403.83447265625,181.8800048828125,414.0339660644531,192.0933074951172,107.86102294921875
Matches166,405.04302978515625,435.15435791015625,390.10498046875,420.50518798828125,107.48953247070312
Matches167,406.07318115234375,395.1470031738281,388.01763916015625,397.870361328125,170.5461883544922
Matches168,406.0818786621094,419.49420166015625,390.95672607421875,387.05914306640625,106.20263671875
Matches169,406.4744567871094,407.097412109375,390.79150390625,390.913818359375,82.26177978515625
Matches170,406.79193115234375,375.44183349609375,389.84674072265625,359.169921875,92.39047241210938
Matches171,406.84124755859375,402.9649963378906,390.95672607421875,387.05914306640625,78.00640869140625
Matches172,407.36199951171875,387.7830505371094,391.63446044921875,371.7166748046875,153.64569091796875
Matches173,407.736328125,316.03289794921875,396.2403869628906,305.4028015136719,117.67327880859375
Matches174,408.13848876953125,454.8697814941406,390.9823303222656,437.51611328125,192.5824432373047
Matches175,408.96466064453125,360.9976501464844,392.4871520996094,344.39788818359375,121.59358215332031
Matches176,410.009765625,147.6234588623047,430.3940124511719,168.1740264892578,202.3264617919922
Matches177,410.89825439453125,381.5289306640625,394.51824951171875,364.6694641113281,119.18473052978516
Matches178,411.1727294921875,364.8484191894531,394.2480773925781,347.5828552246094,81.51073455810547
Matches179,413.4270935058594,379.476318359375,396.903076171875,362.7801208496094,144.38490295410156
Matches180,413.9244079589844,369.05059814453125,397.07562255859375,352.1046447753906,209.990478515625
Matches181,418.0089111328125,367.0179443359375,400.8511657714844,349.57757568359375,107.59646606445312
Matches182,418.3290100097656,325.72711181640625,404.62054443359375,312.4330139160156,160.377685546875
Matches183,420.4092712402344,251.010986328125,422.9219665527344,253.24742126464844,200.42205810546875
Matches184,420.73028564453125,387.5666198730469,404.3605651855469,391.7095642089844,181.6837921142578
Matches185,421.4805603027344,364.4209899902344,404.6744689941406,347.6249694824219,65.39112854003906
Matches186,421.4805603027344,364.4209899902344,404.6744689941406,347.6249694824219,126.9566879272461
Matches187,429.28399658203125,212.69046020507812,433.6741027832031,216.17018127441406,220.29525756835938
Matches188,429.8697204589844,290.2658386230469,423.0545959472656,283.3270263671875,164.0365753173828
Matches189,429.8697204589844,290.2658386230469,423.0545959472656,283.3270263671875,146.27371215820312
Matches190,431.32177734375,436.70989990234375,416.3414611816406,421.64886474609375,173.7555694580078
Matches191,432.08941650390625,427.1065368652344,417.30120849609375,408.1253356933594,169.0976104736328
Matches192,433.31103515625,405.73828125,417.3212585449219,390.19677734375,121.56068420410156
Matches193,434.5955505371094,389.2937316894531,297.68414306640625,386.8484802246094,151.5948486328125
Matches194,438.33428955078125,232.1577606201172,440.7091369628906,235.0084686279297,124.18132019042969
Matches195,439.13348388671875,314.0859375,429.5997314453125,307.0173034667969,189.21151733398438
Matches196,439.5696105957031,246.32704162597656,441.6321105957031,248.4300994873047,73.15736389160156
Matches197,441.17266845703125,445.331787109375,425.328857421875,429.9111328125,110.15443420410156
Matches198,441.36737060546875,287.43560791015625,437.5882873535156,281.34381103515625,193.35977172851562
Matches199,445.78106689453125,424.0254211425781,430.235595703125,407.30548095703125,153.73678588867188
Matches200,446.83770751953125,407.37188720703125,430.235595703125,407.30548095703125,167.01795959472656
Matches201,447.2181701660156,440.298828125,431.6703796386719,424.9674987792969,82.95781707763672
Matches202,447.8815002441406,221.90838623046875,451.4844970703125,225.08016967773438,183.01092529296875
Matches203,448.3674011230469,373.7964172363281,431.1317443847656,356.4773254394531,130.8472442626953
Matches204,448.3674011230469,373.7964172363281,431.1317443847656,356.4773254394531,136.33047485351562
Matches205,448.6009216308594,366.1672058105469,431.52020263671875,349.3007507324219,165.20291137695312
Matches206,449.3660888671875,257.0890808105469,125.57676696777344,334.2831115722656,122.18019104003906
Matches207,450.6059265136719,358.88995361328125,433.67266845703125,341.742919921875,239.45980834960938
Matches208,450.6059265136719,358.88995361328125,433.67266845703125,341.742919921875,174.2153778076172
Matches209,456.11358642578125,287.0721740722656,451.1110534667969,281.4620666503906,240.31854248046875
Matches210,457.33697509765625,221.7013702392578,460.66943359375,224.74008178710938,196.20907592773438
Matches211,458.52880859375,319.8458557128906,450.17230224609375,311.3362731933594,122.53163146972656
Matches212,463.20709228515625,298.99786376953125,455.6046447753906,291.12530517578125,229.90216064453125
Matches213,463.5685729980469,287.1114807128906,457.82684326171875,281.1371154785156,241.7684783935547
Matches214,465.0549621582031,199.62054443359375,470.1974792480469,204.6658477783203,170.59014892578125
Matches215,468.2492370605469,278.120361328125,463.92388916015625,273.40472412109375,189.85784912109375
Matches216,472.4012756347656,419.4963073730469,460.1293640136719,407.1582336425781,111.67362976074219
Matches217,472.48577880859375,394.61163330078125,463.7191467285156,385.7817687988281,128.8836669921875
Matches218,473.95611572265625,425.1549072265625,460.87823486328125,412.2792053222656,158.50552368164062
Matches219,474.07373046875,408.7441711425781,463.30853271484375,397.8846130371094,146.47525024414062
Matches220,475.0464172363281,301.4535217285156,467.2265319824219,293.68109130859375,124.4548110961914
Matches221,477.36956787109375,214.21510314941406,485.94146728515625,223.0106964111328,226.7200927734375
Matches222,479.0914306640625,161.93531799316406,498.04205322265625,181.43963623046875,51.82663345336914
Matches223,479.27508544921875,298.6216735839844,472.6097717285156,291.2791442871094,210.4186248779297
Matches224,479.93121337890625,277.8868103027344,475.4664306640625,272.856201171875,204.09556579589844
Matches225,480.9468994140625,433.71331787109375,466.86956787109375,419.5124816894531,130.5411834716797
Matches226,484.625,421.8089599609375,472.197265625,409.3406982421875,192.43960571289062
Matches227,486.11212158203125,289.971435546875,480.84661865234375,284.31988525390625,174.23834228515625
Matches228,487.2963562011719,260.40228271484375,485.4692077636719,258.67828369140625,181.430419921875
Matches229,488.0450744628906,273.4758605957031,485.0607604980469,270.20501708984375,189.6048583984375
Matches230,497.5200500488281,423.4398193359375,485.06585693359375,409.576171875,205.59912109375
Matches231,498.51025390625,455.56732177734375,482.0021667480469,437.13739013671875,161.8270721435547
Matches232,500.04461669921875,426.25518798828125,487.0187072753906,412.88037109375,153.77906799316406
Matches233,504.9485168457031,421.0216369628906,492.47442626953125,409.0017395019531,136.28646850585938
